t,kGeV,sigmaGeV,ZQ,ZPhi,etaQ,etaPhi,hPhi,m_piGeV,m_sigmaGeV,m_qGeV
0.000000e+00,6.500000e-01,1.661110e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,3.282671e-01,3.365678e-01,5.481662e-02
1.000000e-02,6.435324e-01,1.736577e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,3.210551e-01,3.303669e-01,5.730704e-02
2.000000e-02,6.371291e-01,1.815111e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,3.140327e-01,3.244658e-01,5.989867e-02
3.000000e-02,6.307896e-01,1.896677e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,3.072061e-01,3.188783e-01,6.259033e-02
4.000000e-02,6.245131e-01,1.981203e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,3.005813e-01,3.136181e-01,6.537971e-02
5.000000e-02,6.182991e-01,2.068584e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,2.941643e-01,3.086977e-01,6.826327e-02
6.000000e-02,6.121469e-01,2.158670e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,2.879608e-01,3.041284e-01,7.123611e-02
7.000000e-02,6.060560e-01,2.251271e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,2.819763e-01,2.999197e-01,7.429193e-02
8.000000e-02,6.000256e-01,2.346152e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,2.762157e-01,2.960787e-01,7.742302e-02
9.000000e-02,5.940553e-01,2.443039e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,2.706832e-01,2.926099e-01,8.062028e-02
1.000000e-01,5.881443e-01,2.541616e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,2.653820e-01,2.895137e-01,8.387333e-02
1.100000e-01,5.822922e-01,2.641536e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,2.603144e-01,2.867878e-01,8.717070e-02
1.200000e-01,5.764983e-01,2.742424e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,2.554814e-01,2.844260e-01,9.049998e-02
1.300000e-01,5.707620e-01,2.843883e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,2.508827e-01,2.824178e-01,9.384814e-02
1.400000e-01,5.650829e-01,2.945509e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,2.465167e-01,2.807490e-01,9.720179e-02
1.500000e-01,5.594602e-01,3.046895e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,2.423806e-01,2.794028e-01,1.005475e-01
1.600000e-01,5.538935e-01,3.147642e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,2.384700e-01,2.783593e-01,1.038722e-01
1.700000e-01,5.483821e-01,3.247370e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,2.347798e-01,2.775951e-01,1.071632e-01
1.800000e-01,5.429256e-01,3.345720e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,2.313033e-01,2.770868e-01,1.104087e-01
1.900000e-01,5.375234e-01,3.442364e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,2.280332e-01,2.768095e-01,1.135980e-01
2.000000e-01,5.321750e-01,3.537008e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,2.249617e-01,2.767365e-01,1.167213e-01
2.100000e-01,5.268798e-01,3.629396e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,2.220799e-01,2.768432e-01,1.197701e-01
2.200000e-01,5.216372e-01,3.719309e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,2.193792e-01,2.771054e-01,1.227372e-01
2.300000e-01,5.164468e-01,3.806564e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,2.168503e-01,2.774977e-01,1.256166e-01
2.400000e-01,5.113081e-01,3.891018e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,2.144840e-01,2.779990e-01,1.284036e-01
2.500000e-01,5.062205e-01,3.972559e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,2.122713e-01,2.785891e-01,1.310944e-01
2.600000e-01,5.011835e-01,4.051107e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,2.102034e-01,2.792474e-01,1.336865e-01
2.700000e-01,4.961967e-01,4.126612e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,2.082714e-01,2.799574e-01,1.361782e-01
2.800000e-01,4.912594e-01,4.199048e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,2.064672e-01,2.807046e-01,1.385686e-01
2.900000e-01,4.863713e-01,4.268411e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,2.047828e-01,2.814743e-01,1.408576e-01
3.000000e-01,4.815318e-01,4.334715e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,2.032105e-01,2.822536e-01,1.430456e-01
3.100000e-01,4.767405e-01,4.397993e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,2.017434e-01,2.830339e-01,1.451338e-01
3.200000e-01,4.719969e-01,4.458288e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,2.003745e-01,2.838063e-01,1.471235e-01
3.300000e-01,4.673004e-01,4.515656e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.990976e-01,2.845606e-01,1.490166e-01
3.400000e-01,4.626507e-01,4.570161e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.979068e-01,2.852920e-01,1.508153e-01
3.500000e-01,4.580473e-01,4.621874e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.967966e-01,2.859958e-01,1.525218e-01
3.600000e-01,4.534896e-01,4.670871e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.957616e-01,2.866676e-01,1.541387e-01
3.700000e-01,4.489773e-01,4.717234e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.947973e-01,2.873019e-01,1.556687e-01
3.800000e-01,4.445099e-01,4.761045e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.938989e-01,2.878965e-01,1.571145e-01
3.900000e-01,4.400870e-01,4.802389e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.930625e-01,2.884505e-01,1.584788e-01
4.000000e-01,4.357080e-01,4.841353e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.922840e-01,2.889624e-01,1.597646e-01
4.100000e-01,4.313727e-01,4.878022e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.915599e-01,2.894310e-01,1.609747e-01
4.200000e-01,4.270804e-01,4.912482e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.908869e-01,2.898547e-01,1.621119e-01
4.300000e-01,4.228309e-01,4.944818e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.902617e-01,2.902327e-01,1.631790e-01
4.400000e-01,4.186237e-01,4.975115e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.896815e-01,2.905667e-01,1.641788e-01
4.500000e-01,4.144583e-01,5.003455e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.891435e-01,2.908572e-01,1.651140e-01
4.600000e-01,4.103344e-01,5.029919e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.886453e-01,2.911047e-01,1.659873e-01
4.700000e-01,4.062515e-01,5.054585e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.881845e-01,2.913100e-01,1.668013e-01
4.800000e-01,4.022092e-01,5.077530e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.877588e-01,2.914741e-01,1.675585e-01
4.900000e-01,3.982072e-01,5.098830e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.873662e-01,2.915982e-01,1.682614e-01
5.000000e-01,3.942449e-01,5.118558e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.870048e-01,2.916813e-01,1.689124e-01
5.100000e-01,3.903221e-01,5.136783e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.866727e-01,2.917270e-01,1.695138e-01
5.200000e-01,3.864384e-01,5.153575e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.863684e-01,2.917366e-01,1.700680e-01
5.300000e-01,3.825932e-01,5.169000e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.860901e-01,2.917115e-01,1.705770e-01
5.400000e-01,3.787864e-01,5.183121e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.858364e-01,2.916533e-01,1.710430e-01
5.500000e-01,3.750174e-01,5.196001e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.856059e-01,2.915635e-01,1.714680e-01
5.600000e-01,3.712859e-01,5.207700e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.853974e-01,2.914435e-01,1.718541e-01
5.700000e-01,3.675915e-01,5.218274e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.852094e-01,2.912950e-01,1.722031e-01
5.800000e-01,3.639339e-01,5.227780e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.850409e-01,2.911193e-01,1.725168e-01
5.900000e-01,3.603127e-01,5.236272e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.848909e-01,2.909182e-01,1.727970e-01
6.000000e-01,3.567276e-01,5.243800e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.847581e-01,2.906930e-01,1.730454e-01
6.100000e-01,3.531781e-01,5.250416e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.846417e-01,2.904453e-01,1.732637e-01
6.200000e-01,3.496639e-01,5.256166e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.845406e-01,2.901765e-01,1.734535e-01
6.300000e-01,3.461847e-01,5.261096e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.844541e-01,2.898881e-01,1.736162e-01
6.400000e-01,3.427401e-01,5.265252e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.843813e-01,2.895814e-01,1.737533e-01
6.500000e-01,3.393298e-01,5.268676e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.843214e-01,2.892578e-01,1.738663e-01
6.600000e-01,3.359534e-01,5.271409e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.842736e-01,2.889187e-01,1.739565e-01
6.700000e-01,3.326106e-01,5.273490e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.842372e-01,2.885654e-01,1.740252e-01
6.800000e-01,3.293010e-01,5.274958e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.842116e-01,2.881991e-01,1.740736e-01
6.900000e-01,3.260244e-01,5.275848e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.841961e-01,2.878209e-01,1.741030e-01
7.000000e-01,3.227804e-01,5.276195e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.841900e-01,2.874320e-01,1.741145e-01
7.100000e-01,3.195687e-01,5.276034e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.841928e-01,2.870335e-01,1.741091e-01
7.200000e-01,3.163890e-01,5.275396e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.842040e-01,2.866264e-01,1.740881e-01
7.300000e-01,3.132408e-01,5.274312e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.842229e-01,2.862116e-01,1.740523e-01
7.400000e-01,3.101240e-01,5.272812e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.842491e-01,2.857903e-01,1.740028e-01
7.500000e-01,3.070383e-01,5.270923e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.842821e-01,2.853634e-01,1.739405e-01
7.600000e-01,3.039832e-01,5.268673e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.843214e-01,2.849320e-01,1.738662e-01
7.700000e-01,3.009585e-01,5.266088e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.843667e-01,2.844973e-01,1.737809e-01
7.800000e-01,2.979639e-01,5.263193e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.844174e-01,2.840603e-01,1.736854e-01
7.900000e-01,2.949991e-01,5.260010e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.844732e-01,2.836224e-01,1.735803e-01
8.000000e-01,2.920638e-01,5.256564e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.845336e-01,2.831799e-01,1.734666e-01
8.100000e-01,2.891577e-01,5.252875e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.845984e-01,2.827376e-01,1.733449e-01
8.200000e-01,2.862806e-01,5.248965e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.846672e-01,2.822952e-01,1.732158e-01
8.300000e-01,2.834320e-01,5.244852e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.847396e-01,2.818532e-01,1.730801e-01
8.400000e-01,2.806118e-01,5.240556e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.848153e-01,2.814123e-01,1.729383e-01
8.500000e-01,2.778197e-01,5.236094e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.848940e-01,2.809730e-01,1.727911e-01
8.600000e-01,2.750554e-01,5.231483e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.849755e-01,2.805357e-01,1.726389e-01
8.700000e-01,2.723185e-01,5.226740e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.850594e-01,2.801009e-01,1.724824e-01
8.800000e-01,2.696089e-01,5.221880e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.851455e-01,2.796691e-01,1.723220e-01
8.900000e-01,2.669262e-01,5.216916e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.852335e-01,2.792406e-01,1.721582e-01
9.000000e-01,2.642703e-01,5.211864e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.853233e-01,2.788159e-01,1.719915e-01
9.100000e-01,2.616407e-01,5.206736e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.854145e-01,2.783952e-01,1.718223e-01
9.200000e-01,2.590374e-01,5.201544e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.855070e-01,2.779789e-01,1.716509e-01
9.300000e-01,2.564599e-01,5.196300e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.856006e-01,2.775673e-01,1.714779e-01
9.400000e-01,2.539081e-01,5.191015e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.856951e-01,2.771607e-01,1.713035e-01
9.500000e-01,2.513817e-01,5.185699e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.857902e-01,2.767592e-01,1.711281e-01
9.600000e-01,2.488804e-01,5.180362e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.858859e-01,2.763631e-01,1.709520e-01
9.700000e-01,2.464040e-01,5.175014e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.859819e-01,2.759725e-01,1.707755e-01
9.800000e-01,2.439522e-01,5.169662e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.860782e-01,2.755877e-01,1.705989e-01
9.900000e-01,2.415248e-01,5.164315e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.861745e-01,2.752089e-01,1.704224e-01
1.000000e+00,2.391216e-01,5.158981e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.862707e-01,2.748360e-01,1.702464e-01
