t,kGeV,sigmaGeV,ZQ,ZPhi,etaQ,etaPhi,hPhi,m_piGeV,m_sigmaGeV,m_qGeV
0.000000e+00,6.500000e-01,1.661110e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,3.282671e-01,3.365678e-01,5.481662e-02
1.000000e-02,6.435324e-01,1.748470e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,3.199613e-01,3.294715e-01,5.769951e-02
2.000000e-02,6.371291e-01,1.840748e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,3.118382e-01,3.227265e-01,6.074469e-02
3.000000e-02,6.307896e-01,1.938050e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,3.039093e-01,3.163634e-01,6.395566e-02
4.000000e-02,6.245131e-01,2.040427e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,2.961870e-01,3.104139e-01,6.733409e-02
5.000000e-02,6.182991e-01,2.147862e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,2.886844e-01,3.049103e-01,7.087945e-02
6.000000e-02,6.121469e-01,2.260256e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,2.814153e-01,2.998841e-01,7.458846e-02
7.000000e-02,6.060560e-01,2.377418e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,2.743935e-01,2.953647e-01,7.845479e-02
8.000000e-02,6.000256e-01,2.499051e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,2.676326e-01,2.913774e-01,8.246868e-02
9.000000e-02,5.940553e-01,2.624754e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,2.611453e-01,2.879419e-01,8.661688e-02
1.000000e-01,5.881443e-01,2.754019e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,2.549430e-01,2.850710e-01,9.088263e-02
1.100000e-01,5.822922e-01,2.886243e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,2.490348e-01,2.827682e-01,9.524602e-02
1.200000e-01,5.764983e-01,3.020742e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,2.434275e-01,2.810273e-01,9.968448e-02
1.300000e-01,5.707620e-01,3.156774e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,2.381249e-01,2.798333e-01,1.041735e-01
1.400000e-01,5.650829e-01,3.293566e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,2.331274e-01,2.791590e-01,1.086877e-01
1.500000e-01,5.594602e-01,3.430343e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,2.284324e-01,2.789720e-01,1.132013e-01
1.600000e-01,5.538935e-01,3.566353e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,2.240342e-01,2.792300e-01,1.176897e-01
1.700000e-01,5.483821e-01,3.700894e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,2.199243e-01,2.798882e-01,1.221295e-01
1.800000e-01,5.429256e-01,3.833328e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,2.160919e-01,2.808968e-01,1.264998e-01
1.900000e-01,5.375234e-01,3.963100e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,2.125245e-01,2.822072e-01,1.307823e-01
2.000000e-01,5.321750e-01,4.089738e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,2.092082e-01,2.837691e-01,1.349613e-01
2.100000e-01,5.268798e-01,4.212857e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,2.061286e-01,2.855377e-01,1.390243e-01
2.200000e-01,5.216372e-01,4.332156e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,2.032706e-01,2.874671e-01,1.429611e-01
2.300000e-01,5.164468e-01,4.447413e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,2.006193e-01,2.895203e-01,1.467646e-01
2.400000e-01,5.113081e-01,4.558472e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.981604e-01,2.916588e-01,1.504296e-01
2.500000e-01,5.062205e-01,4.665243e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.958797e-01,2.938544e-01,1.539530e-01
2.600000e-01,5.011835e-01,4.767681e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.937639e-01,2.960764e-01,1.573335e-01
2.700000e-01,4.961967e-01,4.865790e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.918006e-01,2.983050e-01,1.605711e-01
2.800000e-01,4.912594e-01,4.959603e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.899779e-01,3.005172e-01,1.636669e-01
2.900000e-01,4.863713e-01,5.049187e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.882850e-01,3.026988e-01,1.666232e-01
3.000000e-01,4.815318e-01,5.134626e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.867120e-01,3.048353e-01,1.694426e-01
3.100000e-01,4.767405e-01,5.216022e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.852494e-01,3.069143e-01,1.721287e-01
3.200000e-01,4.719969e-01,5.293490e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.838889e-01,3.089311e-01,1.746852e-01
3.300000e-01,4.673004e-01,5.367151e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.826226e-01,3.108710e-01,1.771160e-01
3.400000e-01,4.626507e-01,5.437136e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.814435e-01,3.127363e-01,1.794255e-01
3.500000e-01,4.580473e-01,5.503573e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.803450e-01,3.145194e-01,1.816179e-01
