t,kGeV,sigmaGeV,ZQ,ZPhi,etaQ,etaPhi,hPhi,m_piGeV,m_sigmaGeV,m_qGeV
0.000000e+00,6.500000e-01,1.661110e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,3.282671e-01,3.365678e-01,5.481662e-02
1.000000e-02,6.435324e-01,1.780170e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,3.170997e-01,3.271828e-01,5.874561e-02
2.000000e-02,6.371291e-01,1.911080e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,3.060463e-01,3.183176e-01,6.306564e-02
3.000000e-02,6.307896e-01,2.054890e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,2.951428e-01,3.100981e-01,6.781138e-02
4.000000e-02,6.245131e-01,2.212517e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,2.844351e-01,3.026722e-01,7.301305e-02
5.000000e-02,6.182991e-01,2.384609e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,2.739794e-01,2.962068e-01,7.869209e-02
6.000000e-02,6.121469e-01,2.571385e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,2.638414e-01,2.908781e-01,8.485570e-02
7.000000e-02,6.060560e-01,2.772459e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,2.540937e-01,2.868558e-01,9.149115e-02
8.000000e-02,6.000256e-01,2.986707e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,2.448106e-01,2.842809e-01,9.856132e-02
9.000000e-02,5.940553e-01,3.212218e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,2.360609e-01,2.832424e-01,1.060032e-01
1.000000e-01,5.881443e-01,3.446387e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,2.279001e-01,2.837575e-01,1.137308e-01
1.100000e-01,5.822922e-01,3.686128e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,2.203643e-01,2.857638e-01,1.216422e-01
