t,kGeV,sigmaGeV,ZQ,ZPhi,etaQ,etaPhi,hPhi,m_piGeV,m_sigmaGeV,m_qGeV
0.000000e+00,6.500000e-01,0.000000e+00,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,3.240370e-01,3.240370e-01,0.000000e+00
1.000000e-02,6.435324e-01,0.000000e+00,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,3.119351e-01,3.119351e-01,0.000000e+00
2.000000e-02,6.371291e-01,0.000000e+00,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,2.997202e-01,2.997202e-01,0.000000e+00
3.000000e-02,6.307896e-01,0.000000e+00,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,2.873696e-01,2.873696e-01,0.000000e+00
4.000000e-02,6.245131e-01,0.000000e+00,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,2.748567e-01,2.748567e-01,0.000000e+00
5.000000e-02,6.182991e-01,0.000000e+00,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,2.621494e-01,2.621494e-01,0.000000e+00
6.000000e-02,6.121469e-01,0.000000e+00,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,2.492095e-01,2.492095e-01,0.000000e+00
7.000000e-02,6.060560e-01,0.000000e+00,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,2.359896e-01,2.359896e-01,0.000000e+00
8.000000e-02,6.000256e-01,0.000000e+00,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,2.224306e-01,2.224306e-01,0.000000e+00
9.000000e-02,5.940553e-01,0.000000e+00,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,2.084567e-01,2.084567e-01,0.000000e+00
1.000000e-01,5.881443e-01,0.000000e+00,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.939682e-01,1.939682e-01,0.000000e+00
1.100000e-01,5.822922e-01,0.000000e+00,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.788296e-01,1.788296e-01,0.000000e+00
1.200000e-01,5.764983e-01,0.000000e+00,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.628486e-01,1.628486e-01,0.000000e+00
1.300000e-01,5.707620e-01,0.000000e+00,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.457361e-01,1.457361e-01,0.000000e+00
1.400000e-01,5.650829e-01,0.000000e+00,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.270221e-01,1.270221e-01,0.000000e+00
1.500000e-01,5.594602e-01,0.000000e+00,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.058449e-01,1.058449e-01,0.000000e+00
1.600000e-01,5.538935e-01,0.000000e+00,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,8.025817e-02,8.025817e-02,0.000000e+00
1.700000e-01,5.483821e-01,0.000000e+00,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,4.296695e-02,4.296695e-02,0.000000e+00
1.800000e-01,5.429256e-01,1.411891e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,0.000000e+00,7.193804e-02,4.659241e-02
1.900000e-01,5.375234e-01,2.291949e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,3.663980e-06,1.172280e-01,7.563433e-02
2.000000e-01,5.321750e-01,2.890635e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,3.874390e-06,1.483902e-01,9.539096e-02
2.100000e-01,5.268798e-01,3.363183e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,0.000000e+00,1.732440e-01,1.109851e-01
2.200000e-01,5.216372e-01,3.758622e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,0.000000e+00,1.942481e-01,1.240345e-01
2.300000e-01,5.164468e-01,4.100286e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,7.023242e-06,2.125578e-01,1.353094e-01
2.400000e-01,5.113081e-01,4.401537e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,7.746523e-06,2.288413e-01,1.452507e-01
2.500000e-01,5.062205e-01,4.670916e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,5.172408e-06,2.435188e-01,1.541402e-01
2.600000e-01,5.011835e-01,4.914297e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,6.339865e-06,2.568752e-01,1.621718e-01
2.700000e-01,4.961967e-01,5.135935e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,0.000000e+00,2.691193e-01,1.694859e-01
2.800000e-01,4.912594e-01,5.339041e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,0.000000e+00,2.804098e-01,1.761883e-01
2.900000e-01,4.863713e-01,5.526106e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,0.000000e+00,2.908680e-01,1.823615e-01
3.000000e-01,4.815318e-01,5.699120e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,6.485152e-06,3.005907e-01,1.880710e-01
3.100000e-01,4.767405e-01,5.859698e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,8.116984e-06,3.096566e-01,1.933700e-01
3.200000e-01,4.719969e-01,6.009176e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,7.839534e-06,3.181312e-01,1.983028e-01
3.300000e-01,4.673004e-01,6.148676e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,0.000000e+00,3.260657e-01,2.029063e-01
3.400000e-01,4.626507e-01,6.279149e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,6.310831e-06,3.335065e-01,2.072119e-01
3.500000e-01,4.580473e-01,6.401411e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,0.000000e+00,3.404973e-01,2.112466e-01
3.600000e-01,4.534896e-01,6.516171e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,6.268580e-06,3.470739e-01,2.150336e-01
3.700000e-01,4.489773e-01,6.624046e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,0.000000e+00,3.532655e-01,2.185935e-01
3.800000e-01,4.445099e-01,6.725579e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,0.000000e+00,3.590890e-01,2.219441e-01
3.900000e-01,4.400870e-01,6.821251e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,6.301510e-06,3.645820e-01,2.251013e-01
4.000000e-01,4.357080e-01,6.911491e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,9.719385e-06,3.697617e-01,2.280792e-01
4.100000e-01,4.313727e-01,6.996681e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,0.000000e+00,3.746383e-01,2.308905e-01
4.200000e-01,4.270804e-01,7.077166e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,5.397598e-06,3.792455e-01,2.335465e-01
4.300000e-01,4.228309e-01,7.153259e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,0.000000e+00,3.835794e-01,2.360576e-01
4.400000e-01,4.186237e-01,7.225241e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,0.000000e+00,3.876735e-01,2.384329e-01
4.500000e-01,4.144583e-01,7.293369e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,0.000000e+00,3.915225e-01,2.406812e-01
4.600000e-01,4.103344e-01,7.357878e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,0.000000e+00,3.951580e-01,2.428100e-01
4.700000e-01,4.062515e-01,7.418983e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,0.000000e+00,3.985682e-01,2.448264e-01
4.800000e-01,4.022092e-01,7.476882e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,0.000000e+00,4.017894e-01,2.467371e-01
4.900000e-01,3.982072e-01,7.531756e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,8.532845e-06,4.048023e-01,2.485479e-01
5.000000e-01,3.942449e-01,7.583774e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,0.000000e+00,4.076395e-01,2.502646e-01
5.100000e-01,3.903221e-01,7.633091e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,3.680075e-06,4.103007e-01,2.518920e-01
5.200000e-01,3.864384e-01,7.679852e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,9.751391e-06,4.127848e-01,2.534351e-01
5.300000e-01,3.825932e-01,7.724191e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,0.000000e+00,4.151173e-01,2.548983e-01
5.400000e-01,3.787864e-01,7.766231e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,0.000000e+00,4.172898e-01,2.562856e-01
5.500000e-01,3.750174e-01,7.806092e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.863610e-06,4.193081e-01,2.576010e-01
5.600000e-01,3.712859e-01,7.843881e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,0.000000e+00,4.211918e-01,2.588481e-01
5.700000e-01,3.675915e-01,7.879699e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,2.514599e-06,4.229410e-01,2.600301e-01
5.800000e-01,3.639339e-01,7.913643e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,0.000000e+00,4.245434e-01,2.611502e-01
5.900000e-01,3.603127e-01,7.945804e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,5.327537e-06,4.260252e-01,2.622115e-01
6.000000e-01,3.567276e-01,7.976265e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,0.000000e+00,4.273910e-01,2.632168e-01
6.100000e-01,3.531781e-01,8.005105e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,7.598957e-06,4.286396e-01,2.641684e-01
6.200000e-01,3.496639e-01,8.032399e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,6.177897e-06,4.297602e-01,2.650692e-01
6.300000e-01,3.461847e-01,8.058219e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,0.000000e+00,4.307760e-01,2.659212e-01
6.400000e-01,3.427401e-01,8.082631e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,6.061060e-06,4.316907e-01,2.667268e-01
6.500000e-01,3.393298e-01,8.105697e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,0.000000e+00,4.325079e-01,2.674880e-01
6.600000e-01,3.359534e-01,8.127477e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,0.000000e+00,4.332259e-01,2.682068e-01
6.700000e-01,3.326106e-01,8.148029e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,0.000000e+00,4.338344e-01,2.688850e-01
6.800000e-01,3.293010e-01,8.167407e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,0.000000e+00,4.343543e-01,2.695244e-01
6.900000e-01,3.260244e-01,8.185661e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,6.558695e-06,4.347882e-01,2.701268e-01
7.000000e-01,3.227804e-01,8.202839e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,0.000000e+00,4.351391e-01,2.706937e-01
7.100000e-01,3.195687e-01,8.218987e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,4.663453e-06,4.354096e-01,2.712266e-01
7.200000e-01,3.163890e-01,8.234149e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,6.841588e-06,4.356020e-01,2.717269e-01
7.300000e-01,3.132408e-01,8.248367e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,0.000000e+00,4.357145e-01,2.721961e-01
7.400000e-01,3.101240e-01,8.261680e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,0.000000e+00,4.357393e-01,2.726354e-01
7.500000e-01,3.070383e-01,8.274127e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,5.628056e-06,4.356931e-01,2.730462e-01
7.600000e-01,3.039832e-01,8.285743e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,5.971584e-06,4.355779e-01,2.734295e-01
7.700000e-01,3.009585e-01,8.296564e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,0.000000e+00,4.353959e-01,2.737866e-01
7.800000e-01,2.979639e-01,8.306621e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,3.086702e-06,4.351491e-01,2.741185e-01
7.900000e-01,2.949991e-01,8.315947e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,0.000000e+00,4.348394e-01,2.744263e-01
8.000000e-01,2.920638e-01,8.324571e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,0.000000e+00,4.344688e-01,2.747109e-01
8.100000e-01,2.891577e-01,8.332523e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,0.000000e+00,4.340390e-01,2.749732e-01
8.200000e-01,2.862806e-01,8.339828e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,0.000000e+00,4.335518e-01,2.752143e-01
8.300000e-01,2.834320e-01,8.346515e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.626398e-06,4.330090e-01,2.754350e-01
8.400000e-01,2.806118e-01,8.352608e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,0.000000e+00,4.324121e-01,2.756361e-01
8.500000e-01,2.778197e-01,8.358131e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,0.000000e+00,4.317629e-01,2.758183e-01
8.600000e-01,2.750554e-01,8.363107e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,0.000000e+00,4.310628e-01,2.759825e-01
8.700000e-01,2.723185e-01,8.367560e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,0.000000e+00,4.303090e-01,2.761295e-01
8.800000e-01,2.696089e-01,8.371509e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,3.922362e-06,4.295036e-01,2.762598e-01
8.900000e-01,2.669262e-01,8.374977e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,7.181696e-06,4.286524e-01,2.763742e-01
9.000000e-01,2.642703e-01,8.377981e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,8.411908e-06,4.277569e-01,2.764734e-01
9.100000e-01,2.616407e-01,8.380542e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,4.198370e-06,4.268186e-01,2.765579e-01
9.200000e-01,2.590374e-01,8.382678e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,9.660244e-06,4.258389e-01,2.766284e-01
9.300000e-01,2.564599e-01,8.384405e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,0.000000e+00,4.248191e-01,2.766854e-01
9.400000e-01,2.539081e-01,8.385741e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,0.000000e+00,4.237605e-01,2.767294e-01
9.500000e-01,2.513817e-01,8.386701e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,0.000000e+00,4.226644e-01,2.767611e-01
9.600000e-01,2.488804e-01,8.387302e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,5.794482e-06,4.215322e-01,2.767810e-01
9.700000e-01,2.464040e-01,8.387557e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,0.000000e+00,4.203651e-01,2.767894e-01
9.800000e-01,2.439522e-01,8.387482e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,0.000000e+00,4.191642e-01,2.767869e-01
9.900000e-01,2.415248e-01,8.387090e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,3.441207e-06,4.179309e-01,2.767740e-01
1.000000e+00,2.391216e-01,8.386394e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,3.843660e-06,4.166663e-01,2.767510e-01
1.010000e+00,2.367423e-01,8.385408e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,4.634684e-06,4.153715e-01,2.767185e-01
1.020000e+00,2.343867e-01,8.384143e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,0.000000e+00,4.140477e-01,2.766767e-01
1.030000e+00,2.320545e-01,8.382612e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,3.418348e-06,4.126961e-01,2.766262e-01
1.040000e+00,2.297455e-01,8.380825e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,0.000000e+00,4.113176e-01,2.765672e-01
1.050000e+00,2.274595e-01,8.378794e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,5.347555e-06,4.099134e-01,2.765002e-01
1.060000e+00,2.251963e-01,8.376530e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,6.978335e-06,4.084846e-01,2.764255e-01
1.070000e+00,2.229555e-01,8.374042e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,5.792492e-06,4.070321e-01,2.763434e-01
