1.046846915239152248135461216460573297126757097430527210235595703125e-6	0.000507957072936094842195708931598119306727312505245208740234375`90.15051499783198+3.2580969393281789244756316830963207638464498101978084054763940002885647118091583251953125`77.95765198777636*^-16*I
1.380013000251000277935112779681414707511066808365285396575927734375e-6	0.00108011237059294786487517736617292030132375657558441162109375`90.15051499783198+8.92945173657758618539461931787287004956763501219152434629222625517286360263824462890625`78.06787085198982*^-16*I
1.819211436876325534029038254180132838655481464229524135589599609375e-6	0.00106231944302427193556337403634870497626252472400665283203125`90.15051499783198-9.6979495252438166072602077749246435821064252720872210511426914081312133930623531341552734375`76.11093978705846*^-18*I
2.39818773552110043844319033079504066563458763994276523590087890625e-6	0.0010253897188635678790202820920285375905223190784454345703125`90.15051499783198+2.773387852826080467465780287945991323195619776727227634438577297260053455829620361328125`77.58263664824013*^-16*I
3.161427142674021718783856915724328473515924997627735137939453125e-6	0.0014805400138408098160980319590862563927657902240753173828125`90.15051499783198-4.1496068619451390702230158576526598606529021816269331424109623185358941555023193359375`77.59810180163228*^-16*I
4.1675726342851555090008967840997655684986966662108898162841796875e-6	0.00193208528500823429642496709135457422235049307346343994140625`90.15051499783198+1.034666045786929729588806657568556748386256433449616187747466256041661836206912994384765625`76.87928890220597*^-16*I
5.4939307085696856034298142523741859122310415841639041900634765625e-6	0.0027371264295241622133136871752867591567337512969970703125`90.15051499783198+4.65635268807816673840753505625725673936895153935677793555214520893059670925140380859375`77.38126600747104*^-16*I
7.242411177733962195199497735575988599521224386990070343017578125e-6	0.00431265005963340879169276576021729852072894573211669921875`90.15051499783198-9.746631422672290096178349414887046441255424346350455522269840002991259098052978515625`76.50462532126545*^-17*I
9.547357338444042087620584891016761730497819371521472930908203125e-6	0.00501132320151698000543216693358772317878901958465576171875`90.15051499783198+1.441487020384236026924485184008634073542034245533904890379517382825724780559539794921875`76.60937332090434*^-16*I
0.000012585868146809827371190859679472850984893739223480224609375	0.006524047757015376432232489634088778984732925891876220703125`90.15051499783198-1.47677396210941786718031964258856080998786927519807188335931869005435146391391754150390625`76.5053118927928*^-16*I
0.00001659140549511449027404903777682676491167512722313404083251953125	0.0063460926596619997297477056008574436418712139129638671875`90.15051499783198+1.16448576973179048487231869139617191830131259929446974066280517945415340363979339599609375`76.41414277459324*^-16*I
0.00002187173209605647054214021263174316800359520129859447479248046875	-0.05374872554883326769559204194592894054949283599853515625`90.15051499783198-6.0917393323460273502057584325220187513561203966616641736209203372709453105926513671875`76.20488813825003*^-16*I
0.0000288325582195269087431611920724350284217507578432559967041015625	-0.203595433671059200531061605943250469863414764404296875`90.15051499783198-6.375277833936021412829042502207051255335646853215914031665079164667986333370208740234375`75.646246080634*^-16*I
0.0000380087141627112810025358735632750040167593397200107574462890625	-0.428704620713833473022447151379310525953769683837890625`90.15051499783198-1.8889251475197009089961436142989917994685291507440949576590583092183806002140045166015625`74.7945715817984*^-16*I
0.000050105243568858477839177145707338922875351272523403167724609375	-0.9470706445686436492081838878220878541469573974609375`90.15051499783198+2.8476960217742768916812835381071660853108745638413712431002977609750814735889434814453125`74.62862625095194*^-16*I
0.000066051574971657750295038480370379829764715395867824554443359375	-1.20845719491032443926314954296685755252838134765625`89.74297447256957-2.842450737170512553575463243760168552398681640625`90.11443614743504*I
0.000087072933798651612545375921836665611408534459769725799560546875	0.91315911792827464399380232862313278019428253173828125`89.6360401062371-2.842450737170505892237315492820926010608673095703125`90.12918659293722*I
0.000114784481725948387938023020904410032017040066421031951904296875	2.14397413505236755781879764981567859649658203125
0.0001513154165169361864591579536210019796271808445453643798828125	1.201718158183382900716651420225389301776885986328125
0.00019947256747092074850857823520300371455959975719451904296875	0.953294993888066155562910353182815015316009521484375
0.0002629560562256885551668528222535314853303134441375732421875	0.84307298094749949513015963020734488964080810546875
0.0003466435930637316365811317897538401666679419577121734619140625	0.787772332378544160036426546867005527019500732421875
0.000456965252433669494140644484758695398340933024883270263671875	0.76029980499381277780912569141946732997894287109375
0.000602397523306813747860644081555392403970472514629364013671875	0.748878266338751874542367659159936010837554931640625
0.00079411459438889797114724533599883216083981096744537353515625	0.747243484153071957365455091348849236965179443359375
0.00104684691523915349327389368028207172756083309650421142578125	0.7516507246111405748933975701220333576202392578125
0.00138001300025100150613288629841690635657869279384613037109375	0.75959479717993583225421616589301265776157379150390625
0.00181921143687632856471292353006674602511338889598846435546875	0.7693054478495231496282258376595564186573028564453125
0.002398187735521101031366253408805278013460338115692138671875	0.77953507132246990796176078220014460384845733642578125
0.003161427142674024144686217852040499565191566944122314453125	0.78946685650528658495517220217152498662471771240234375
0.004167572634285156112088355229161606985144317150115966796875	0.79866807989997568029139074496924877166748046875
0.0054939307085696865995405602234313846565783023834228515625	0.807039364567308847853155384655110538005828857421875
0.0072424111777339705842138073421665467321872711181640625	0.8147323149013925291939131057006306946277618408203125
0.0095473573384440568734277121620834805071353912353515625	0.8220406817717302860870631775469519197940826416015625
0.01258586814680982823855259766787639819085597991943359375	0.82928778897099986178176322937360964715480804443359375
0.0165914054951145049920935292675494565628468990325927734375	0.8367383652262108117980687893577851355075836181640625
0.021871732096056473171330480909091420471668243408203125	0.84454817670958082231891239644028246402740478515625
0.0288325582195269151941641183611864107660949230194091796875	0.85273804926430984973961813011555932462215423583984375
0.03800871416271130176500747666068491525948047637939453125	0.86115741400001422078958057682029902935028076171875
0.05010524356885855123966422297598910517990589141845703125	0.8694017143655867752016774829826317727565765380859375
0.06605157497165779767467341798692359589040279388427734375	0.87667087195871129523538911598734557628631591796875
0.08707293379865151117247279444200103171169757843017578125	0.88159667044632161747585996636189520359039306640625
0.11478448172594836462767631246606470085680484771728515625	0.88212042872971696549910802787053398787975311279296875
0.151315416516936307456120403003296814858913421630859375	0.87555433860060982720341371532413177192211151123046875
0.199472567470920847387816365881008096039295196533203125	0.858952534495247999046796394395641982555389404296875
0.262956056225689127625599894599872641265392303466796875	0.82976573850606405446939106695936061441898345947265625
0.34664359306373182523230980223161168396472930908203125	0.78649071199524911435219109989702701568603515625
0.456965252433668978060410381658584810793399810791015625	0.72893129044258253568244754205807112157344818115234375
