t,kGeV,sigmaGeV,ZQ,ZPhi,etaQ,etaPhi,hPhi,m_piGeV,m_sigmaGeV,m_qGeV
0.000000e+00,6.500000e-01,1.661110e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,3.282671e-01,3.365678e-01,5.481662e-02
1.000000e-02,6.435324e-01,1.763520e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,3.185931e-01,3.283647e-01,5.819616e-02
2.000000e-02,6.371291e-01,1.873750e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,3.090799e-01,3.205868e-01,6.183374e-02
3.000000e-02,6.307896e-01,1.992228e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,2.997485e-01,3.132981e-01,6.574353e-02
4.000000e-02,6.245131e-01,2.119297e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,2.906234e-01,3.065698e-01,6.993681e-02
5.000000e-02,6.182991e-01,2.255169e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,2.817325e-01,3.004784e-01,7.442056e-02
6.000000e-02,6.121469e-01,2.399871e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,2.731069e-01,2.951027e-01,7.919573e-02
7.000000e-02,6.060560e-01,2.553200e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,2.647793e-01,2.905185e-01,8.425561e-02
8.000000e-02,6.000256e-01,2.714681e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,2.567835e-01,2.867935e-01,8.958447e-02
9.000000e-02,5.940553e-01,2.883537e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,2.491516e-01,2.839798e-01,9.515672e-02
1.000000e-01,5.881443e-01,3.058698e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,2.419124e-01,2.821076e-01,1.009370e-01
1.100000e-01,5.822922e-01,3.238836e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,2.350888e-01,2.811804e-01,1.068816e-01
1.200000e-01,5.764983e-01,3.422434e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,2.286962e-01,2.811725e-01,1.129403e-01
1.300000e-01,5.707620e-01,3.607877e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,2.227412e-01,2.820297e-01,1.190600e-01
1.400000e-01,5.650829e-01,3.793553e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,2.172218e-01,2.836756e-01,1.251872e-01
1.500000e-01,5.594602e-01,3.977943e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,2.121276e-01,2.860156e-01,1.312721e-01
1.600000e-01,5.538935e-01,4.159693e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,2.074416e-01,2.889453e-01,1.372699e-01
1.700000e-01,5.483821e-01,4.337656e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,2.031416e-01,2.923600e-01,1.431427e-01
1.800000e-01,5.429256e-01,4.510914e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.992022e-01,2.961578e-01,1.488602e-01
1.900000e-01,5.375234e-01,4.678769e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.955963e-01,3.002440e-01,1.543994e-01
2.000000e-01,5.321750e-01,4.840725e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.922965e-01,3.045328e-01,1.597439e-01
2.100000e-01,5.268798e-01,4.996463e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.892758e-01,3.089535e-01,1.648833e-01
2.200000e-01,5.216372e-01,5.145810e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.865089e-01,3.134446e-01,1.698117e-01
2.300000e-01,5.164468e-01,5.288712e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.839719e-01,3.179551e-01,1.745275e-01
2.400000e-01,5.113081e-01,5.425202e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.816430e-01,3.224394e-01,1.790317e-01
2.500000e-01,5.062205e-01,5.555383e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.795021e-01,3.268681e-01,1.833277e-01
2.600000e-01,5.011835e-01,5.679409e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.775313e-01,3.312157e-01,1.874205e-01
2.700000e-01,4.961967e-01,5.797464e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.757144e-01,3.354579e-01,1.913163e-01
2.800000e-01,4.912594e-01,5.909760e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.740370e-01,3.395805e-01,1.950221e-01
2.900000e-01,4.863713e-01,6.016517e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.724860e-01,3.435753e-01,1.985451e-01
3.000000e-01,4.815318e-01,6.117968e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.710499e-01,3.474281e-01,2.018929e-01
3.100000e-01,4.767405e-01,6.214341e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.697184e-01,3.511375e-01,2.050733e-01
3.200000e-01,4.719969e-01,6.305868e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.684822e-01,3.547008e-01,2.080936e-01
3.300000e-01,4.673004e-01,6.392773e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.673331e-01,3.581106e-01,2.109615e-01
3.400000e-01,4.626507e-01,6.475274e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.662637e-01,3.613757e-01,2.136840e-01
3.500000e-01,4.580473e-01,6.553581e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.652674e-01,3.644845e-01,2.162682e-01
3.600000e-01,4.534896e-01,6.627899e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.643382e-01,3.674526e-01,2.187207e-01
3.700000e-01,4.489773e-01,6.698420e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.634709e-01,3.702673e-01,2.210479e-01
3.800000e-01,4.445099e-01,6.765329e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.626605e-01,3.729454e-01,2.232559e-01
3.900000e-01,4.400870e-01,6.828803e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.619028e-01,3.754785e-01,2.253505e-01
4.000000e-01,4.357080e-01,6.889008e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.611937e-01,3.778775e-01,2.273373e-01
4.100000e-01,4.313727e-01,6.946104e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.605299e-01,3.801446e-01,2.292214e-01
4.200000e-01,4.270804e-01,7.000242e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.599079e-01,3.822777e-01,2.310080e-01
4.300000e-01,4.228309e-01,7.051565e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.593249e-01,3.842908e-01,2.327016e-01
4.400000e-01,4.186237e-01,7.100208e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.587782e-01,3.861781e-01,2.343069e-01
4.500000e-01,4.144583e-01,7.146300e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.582654e-01,3.879467e-01,2.358279e-01
4.600000e-01,4.103344e-01,7.189964e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.577841e-01,3.896059e-01,2.372688e-01
4.700000e-01,4.062515e-01,7.231314e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.573323e-01,3.911520e-01,2.386334e-01
4.800000e-01,4.022092e-01,7.270461e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.569082e-01,3.925887e-01,2.399252e-01
4.900000e-01,3.982072e-01,7.307509e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.565099e-01,3.939265e-01,2.411478e-01
5.000000e-01,3.942449e-01,7.342557e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.561359e-01,3.951689e-01,2.423044e-01
5.100000e-01,3.903221e-01,7.375697e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.557848e-01,3.963079e-01,2.433980e-01
5.200000e-01,3.864384e-01,7.407021e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.554550e-01,3.973561e-01,2.444317e-01
5.300000e-01,3.825932e-01,7.436612e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.551454e-01,3.983187e-01,2.454082e-01
5.400000e-01,3.787864e-01,7.464551e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.548548e-01,3.991988e-01,2.463302e-01
5.500000e-01,3.750174e-01,7.490914e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.545821e-01,3.999958e-01,2.472002e-01
