t,kGeV,sigmaGeV,ZQ,ZPhi,etaQ,etaPhi,hPhi,m_piGeV,m_sigmaGeV,m_qGeV
0.000000e+00,6.500000e-01,1.661110e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,3.282671e-01,3.365678e-01,5.481662e-02
1.000000e-02,6.435324e-01,1.763544e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,3.185909e-01,3.283630e-01,5.819696e-02
2.000000e-02,6.371291e-01,1.873804e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,3.090754e-01,3.205834e-01,6.183552e-02
3.000000e-02,6.307896e-01,1.992317e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,2.997418e-01,3.132932e-01,6.574648e-02
4.000000e-02,6.245131e-01,2.119429e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,2.906144e-01,3.065638e-01,6.994115e-02
5.000000e-02,6.182991e-01,2.255349e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,2.817213e-01,3.004716e-01,7.442651e-02
6.000000e-02,6.121469e-01,2.400107e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,2.730934e-01,2.950956e-01,7.920354e-02
7.000000e-02,6.060560e-01,2.553500e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,2.647638e-01,2.905117e-01,8.426551e-02
8.000000e-02,6.000256e-01,2.715051e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,2.567660e-01,2.867876e-01,8.959669e-02
9.000000e-02,5.940553e-01,2.883983e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,2.491324e-01,2.839756e-01,9.517143e-02
1.000000e-01,5.881443e-01,3.059224e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,2.418916e-01,2.821057e-01,1.009544e-01
1.100000e-01,5.822922e-01,3.239445e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,2.350667e-01,2.811816e-01,1.069017e-01
1.200000e-01,5.764983e-01,3.423127e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,2.286731e-01,2.811775e-01,1.129632e-01
1.300000e-01,5.707620e-01,3.608652e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,2.227173e-01,2.820390e-01,1.190855e-01
1.400000e-01,5.650829e-01,3.794407e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,2.171974e-01,2.836896e-01,1.252154e-01
1.500000e-01,5.594602e-01,3.978873e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,2.121028e-01,2.860346e-01,1.313028e-01
1.600000e-01,5.538935e-01,4.160693e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,2.074167e-01,2.889693e-01,1.373029e-01
1.700000e-01,5.483821e-01,4.338722e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,2.031167e-01,2.923891e-01,1.431778e-01
1.800000e-01,5.429256e-01,4.512039e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.991774e-01,2.961919e-01,1.488973e-01
1.900000e-01,5.375234e-01,4.679948e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.955717e-01,3.002829e-01,1.544383e-01
2.000000e-01,5.321750e-01,4.841952e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.922721e-01,3.045764e-01,1.597844e-01
2.100000e-01,5.268798e-01,4.997734e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.892518e-01,3.090014e-01,1.649252e-01
2.200000e-01,5.216372e-01,5.147121e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.864852e-01,3.134966e-01,1.698550e-01
2.300000e-01,5.164468e-01,5.290058e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.839485e-01,3.180112e-01,1.745719e-01
2.400000e-01,5.113081e-01,5.426580e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.816199e-01,3.224991e-01,1.790771e-01
2.500000e-01,5.062205e-01,5.556791e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.794794e-01,3.269314e-01,1.833741e-01
2.600000e-01,5.011835e-01,5.680842e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.775089e-01,3.312821e-01,1.874678e-01
2.700000e-01,4.961967e-01,5.798923e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.756924e-01,3.355276e-01,1.913644e-01
2.800000e-01,4.912594e-01,5.911240e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.740152e-01,3.396530e-01,1.950709e-01
2.900000e-01,4.863713e-01,6.018018e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.724645e-01,3.436506e-01,1.985946e-01
3.000000e-01,4.815318e-01,6.119488e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.710287e-01,3.475060e-01,2.019431e-01
3.100000e-01,4.767405e-01,6.215879e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.696974e-01,3.512179e-01,2.051240e-01
3.200000e-01,4.719969e-01,6.307423e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.684615e-01,3.547836e-01,2.081450e-01
3.300000e-01,4.673004e-01,6.394343e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.673126e-01,3.581955e-01,2.110133e-01
3.400000e-01,4.626507e-01,6.476859e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.662434e-01,3.614630e-01,2.137364e-01
3.500000e-01,4.580473e-01,6.555181e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.652472e-01,3.645736e-01,2.163210e-01
3.600000e-01,4.534896e-01,6.629513e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.643182e-01,3.675438e-01,2.187739e-01
3.700000e-01,4.489773e-01,6.700047e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.634510e-01,3.703602e-01,2.211015e-01
3.800000e-01,4.445099e-01,6.766969e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.626408e-01,3.730403e-01,2.233100e-01
3.900000e-01,4.400870e-01,6.830454e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.618832e-01,3.755748e-01,2.254050e-01
4.000000e-01,4.357080e-01,6.890672e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.611743e-01,3.779757e-01,2.273922e-01
4.100000e-01,4.313727e-01,6.947779e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.605105e-01,3.802441e-01,2.292767e-01
4.200000e-01,4.270804e-01,7.001928e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.598887e-01,3.823788e-01,2.310636e-01
4.300000e-01,4.228309e-01,7.053262e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.593058e-01,3.843936e-01,2.327576e-01
4.400000e-01,4.186237e-01,7.101915e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.587592e-01,3.862820e-01,2.343632e-01
4.500000e-01,4.144583e-01,7.148018e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.582463e-01,3.880521e-01,2.358846e-01
4.600000e-01,4.103344e-01,7.191692e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.577651e-01,3.897128e-01,2.373258e-01
4.700000e-01,4.062515e-01,7.233052e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.573134e-01,3.912597e-01,2.386907e-01
4.800000e-01,4.022092e-01,7.272209e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.568893e-01,3.926978e-01,2.399829e-01
4.900000e-01,3.982072e-01,7.309267e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.564911e-01,3.940369e-01,2.412058e-01
5.000000e-01,3.942449e-01,7.344324e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.561172e-01,3.952807e-01,2.423627e-01
5.100000e-01,3.903221e-01,7.377473e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.557660e-01,3.964203e-01,2.434566e-01
5.200000e-01,3.864384e-01,7.408806e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.554363e-01,3.974697e-01,2.444906e-01
5.300000e-01,3.825932e-01,7.438407e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.551267e-01,3.984335e-01,2.454674e-01
5.400000e-01,3.787864e-01,7.466355e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.548361e-01,3.993148e-01,2.463897e-01
5.500000e-01,3.750174e-01,7.492727e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.545634e-01,4.001121e-01,2.472600e-01
5.600000e-01,3.712859e-01,7.517596e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.543075e-01,4.008259e-01,2.480807e-01
5.700000e-01,3.675915e-01,7.541033e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.540675e-01,4.014663e-01,2.488541e-01
