t,kGeV,sigmaGeV,ZQ,ZPhi,etaQ,etaPhi,hPhi,m_piGeV,m_sigmaGeV,m_qGeV
0.000000e+00,6.500000e-01,1.661110e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,3.282671e-01,3.365678e-01,5.481662e-02
1.000000e-02,6.435324e-01,1.763539e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,3.185913e-01,3.283633e-01,5.819680e-02
2.000000e-02,6.371291e-01,1.873793e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,3.090763e-01,3.205841e-01,6.183516e-02
3.000000e-02,6.307896e-01,1.992300e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,2.997431e-01,3.132942e-01,6.574589e-02
4.000000e-02,6.245131e-01,2.119402e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,2.906162e-01,3.065650e-01,6.994028e-02
5.000000e-02,6.182991e-01,2.255313e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,2.817235e-01,3.004730e-01,7.442532e-02
6.000000e-02,6.121469e-01,2.400060e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,2.730961e-01,2.950970e-01,7.920198e-02
7.000000e-02,6.060560e-01,2.553440e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,2.647669e-01,2.905131e-01,8.426353e-02
8.000000e-02,6.000256e-01,2.714977e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,2.567695e-01,2.867888e-01,8.959424e-02
9.000000e-02,5.940553e-01,2.883894e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,2.491362e-01,2.839764e-01,9.516849e-02
1.000000e-01,5.881443e-01,3.059119e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,2.418958e-01,2.821061e-01,1.009509e-01
1.100000e-01,5.822922e-01,3.239323e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,2.350712e-01,2.811814e-01,1.068977e-01
1.200000e-01,5.764983e-01,3.422988e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,2.286777e-01,2.811765e-01,1.129586e-01
1.300000e-01,5.707620e-01,3.608497e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,2.227221e-01,2.820371e-01,1.190804e-01
1.400000e-01,5.650829e-01,3.794236e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,2.172023e-01,2.836868e-01,1.252098e-01
1.500000e-01,5.594602e-01,3.978687e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,2.121078e-01,2.860308e-01,1.312967e-01
1.600000e-01,5.538935e-01,4.160493e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,2.074217e-01,2.889645e-01,1.372963e-01
1.700000e-01,5.483821e-01,4.338509e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,2.031217e-01,2.923832e-01,1.431708e-01
1.800000e-01,5.429256e-01,4.511814e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.991824e-01,2.961850e-01,1.488899e-01
1.900000e-01,5.375234e-01,4.679712e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.955766e-01,3.002751e-01,1.544305e-01
