t,kGeV,sigmaGeV,ZQ,ZPhi,etaQ,etaPhi,hPhi,m_piGeV,m_sigmaGeV,m_qGeV
0.000000e+00,6.500000e-01,1.661110e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,3.282671e-01,3.365678e-01,5.481662e-02
1.000000e-02,6.435324e-01,1.763505e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,3.185944e-01,3.283658e-01,5.819568e-02
2.000000e-02,6.371291e-01,1.873717e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,3.090825e-01,3.205888e-01,6.183267e-02
3.000000e-02,6.307896e-01,1.992174e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,2.997525e-01,3.133010e-01,6.574176e-02
4.000000e-02,6.245131e-01,2.119219e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,2.906288e-01,3.065734e-01,6.993421e-02
5.000000e-02,6.182991e-01,2.255060e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,2.817393e-01,3.004825e-01,7.441699e-02
6.000000e-02,6.121469e-01,2.399729e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,2.731149e-01,2.951070e-01,7.919105e-02
7.000000e-02,6.060560e-01,2.553020e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,2.647887e-01,2.905226e-01,8.424967e-02
8.000000e-02,6.000256e-01,2.714459e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,2.567940e-01,2.867970e-01,8.957715e-02
9.000000e-02,5.940553e-01,2.883269e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,2.491632e-01,2.839824e-01,9.514789e-02
1.000000e-01,5.881443e-01,3.058382e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,2.419249e-01,2.821087e-01,1.009266e-01
1.100000e-01,5.822922e-01,3.238471e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,2.351021e-01,2.811796e-01,1.068695e-01
1.200000e-01,5.764983e-01,3.422019e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,2.287101e-01,2.811695e-01,1.129266e-01
1.300000e-01,5.707620e-01,3.607412e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,2.227556e-01,2.820241e-01,1.190446e-01
1.400000e-01,5.650829e-01,3.793040e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,2.172365e-01,2.836672e-01,1.251703e-01
1.500000e-01,5.594602e-01,3.977385e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,2.121425e-01,2.860043e-01,1.312537e-01
