t,kGeV,sigmaGeV,ZQ,ZPhi,etaQ,etaPhi,hPhi,m_piGeV,m_sigmaGeV,m_qGeV
0.000000e+00,6.500000e-01,1.661110e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,3.282671e-01,3.365678e-01,5.481662e-02
1.000000e-02,6.435324e-01,1.763496e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,3.185953e-01,3.283665e-01,5.819536e-02
2.000000e-02,6.371291e-01,1.873696e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,3.090843e-01,3.205902e-01,6.183196e-02
3.000000e-02,6.307896e-01,1.992139e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,2.997552e-01,3.133029e-01,6.574058e-02
4.000000e-02,6.245131e-01,2.119166e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,2.906324e-01,3.065758e-01,6.993248e-02
5.000000e-02,6.182991e-01,2.254988e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,2.817438e-01,3.004852e-01,7.441461e-02
6.000000e-02,6.121469e-01,2.399634e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,2.731203e-01,2.951098e-01,7.918792e-02
7.000000e-02,6.060560e-01,2.552900e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,2.647949e-01,2.905254e-01,8.424571e-02
8.000000e-02,6.000256e-01,2.714311e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,2.568010e-01,2.867994e-01,8.957226e-02
9.000000e-02,5.940553e-01,2.883091e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,2.491709e-01,2.839841e-01,9.514200e-02
1.000000e-01,5.881443e-01,3.058172e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,2.419333e-01,2.821094e-01,1.009197e-01
1.100000e-01,5.822922e-01,3.238227e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,2.351109e-01,2.811791e-01,1.068615e-01
1.200000e-01,5.764983e-01,3.421742e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,2.287193e-01,2.811675e-01,1.129175e-01
1.300000e-01,5.707620e-01,3.607102e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,2.227652e-01,2.820204e-01,1.190344e-01
1.400000e-01,5.650829e-01,3.792698e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,2.172463e-01,2.836616e-01,1.251590e-01
1.500000e-01,5.594602e-01,3.977013e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,2.121524e-01,2.859967e-01,1.312414e-01
1.600000e-01,5.538935e-01,4.158692e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,2.074666e-01,2.889212e-01,1.372368e-01
1.700000e-01,5.483821e-01,4.336591e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,2.031666e-01,2.923309e-01,1.431075e-01
1.800000e-01,5.429256e-01,4.509789e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.992271e-01,2.961237e-01,1.488230e-01
1.900000e-01,5.375234e-01,4.677590e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.956210e-01,3.002051e-01,1.543605e-01
2.000000e-01,5.321750e-01,4.839497e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.923209e-01,3.044893e-01,1.597034e-01
2.100000e-01,5.268798e-01,4.995191e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.892999e-01,3.089055e-01,1.648413e-01
2.200000e-01,5.216372e-01,5.144499e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.865327e-01,3.133925e-01,1.697685e-01
2.300000e-01,5.164468e-01,5.287365e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.839954e-01,3.178990e-01,1.744831e-01
2.400000e-01,5.113081e-01,5.423823e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.816660e-01,3.223796e-01,1.789862e-01
2.500000e-01,5.062205e-01,5.553975e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.795248e-01,3.268049e-01,1.832812e-01
2.600000e-01,5.011835e-01,5.677974e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.775537e-01,3.311492e-01,1.873731e-01
2.700000e-01,4.961967e-01,5.796005e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.757366e-01,3.353882e-01,1.912682e-01
2.800000e-01,4.912594e-01,5.908278e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.740588e-01,3.395079e-01,1.949732e-01
2.900000e-01,4.863713e-01,6.015015e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.725076e-01,3.435001e-01,1.984955e-01
3.000000e-01,4.815318e-01,6.116446e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.710712e-01,3.473501e-01,2.018427e-01
3.100000e-01,4.767405e-01,6.212802e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.697394e-01,3.510572e-01,2.050225e-01
3.200000e-01,4.719969e-01,6.304312e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.685030e-01,3.546179e-01,2.080423e-01
3.300000e-01,4.673004e-01,6.391201e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.673537e-01,3.580256e-01,2.109096e-01
3.400000e-01,4.626507e-01,6.473687e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.662841e-01,3.612885e-01,2.136317e-01
3.500000e-01,4.580473e-01,6.551980e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.652876e-01,3.643954e-01,2.162154e-01
3.600000e-01,4.534896e-01,6.626285e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.643582e-01,3.673613e-01,2.186674e-01
3.700000e-01,4.489773e-01,6.696792e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.634907e-01,3.701744e-01,2.209941e-01
3.800000e-01,4.445099e-01,6.763689e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.626802e-01,3.728505e-01,2.232017e-01
3.900000e-01,4.400870e-01,6.827150e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.619223e-01,3.753821e-01,2.252960e-01
4.000000e-01,4.357080e-01,6.887344e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.612132e-01,3.777793e-01,2.272824e-01
4.100000e-01,4.313727e-01,6.944428e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.605492e-01,3.800451e-01,2.291661e-01
4.200000e-01,4.270804e-01,6.998555e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.599272e-01,3.821765e-01,2.309523e-01
4.300000e-01,4.228309e-01,7.049867e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.593441e-01,3.841880e-01,2.326456e-01
4.400000e-01,4.186237e-01,7.098499e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.587973e-01,3.860742e-01,2.342505e-01
4.500000e-01,4.144583e-01,7.144581e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.582844e-01,3.878413e-01,2.357712e-01
4.600000e-01,4.103344e-01,7.188235e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.578030e-01,3.894990e-01,2.372118e-01
4.700000e-01,4.062515e-01,7.229575e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.573512e-01,3.910442e-01,2.385760e-01
4.800000e-01,4.022092e-01,7.268712e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.569270e-01,3.924795e-01,2.398675e-01
4.900000e-01,3.982072e-01,7.305751e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.565287e-01,3.938160e-01,2.410898e-01
5.000000e-01,3.942449e-01,7.340788e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.561547e-01,3.950570e-01,2.422460e-01
5.100000e-01,3.903221e-01,7.373919e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.558035e-01,3.961955e-01,2.433393e-01
5.200000e-01,3.864384e-01,7.405234e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.554738e-01,3.972425e-01,2.443727e-01
5.300000e-01,3.825932e-01,7.434816e-02,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.600000e+00,1.551642e-01,3.982039e-01,2.453489e-01
